eid,nid_s,nid_e,type,lanes,capacity,maxmph,fft,length,geometry
10,3,4,service,1.0,1900.0,20.0,4.22580485,37.781,"LINESTRING (531628.271489466 4206709.280595228, 531604.3296163001 4206702.863525631, 531600.5149799311 4206690.42187316)"
11,3,5,residential,1.0,1900.0,20.0,13.051329100000002,116.686,"LINESTRING (531628.271489466 4206709.280595228, 531639.6986454794 4206705.552398904, 531649.2077833285 4206698.377199747, 531652.3092010408 4206690.955270791, 531652.0763590332 4206683.076604817, 531631.016360433 4206655.6336687, 531623.9224454755 4206635.334831912, 531620.1293486027 4206615.059874149)"
12,3,22,residential,1.0,1900.0,20.0,38.917312700000004,347.942,"LINESTRING (531628.271489466 4206709.280595228, 531604.293556468 4206712.183557029, 531563.9963688756 4206712.582515792, 531545.4459459452 4206719.50098322, 531525.2035913151 4206732.626409373, 531517.0054368385 4206741.360171694, 531513.290926659 4206748.4469226, 531512.9967419571 4206756.434505222, 531516.8714402689 4206776.08838575, 531516.6650406655 4206784.076307321, 531511.8337447016 4206807.580004133, 531508.2070559937 4206814.667096528, 531496.1189669319 4206830.486958559, 531478.4973302844 4206847.062192069, 531459.6535826951 4206861.85748542, 531448.4879544545 4206866.141710482, 531440.9472325167 4206863.782637932, 531433.8727693578 4206854.324283989, 531435.5026487309 4206818.603235102, 531433.5129951704 4206810.939723761, 531428.0494878284 4206804.882780617)"
13,4,3,service,1.0,1900.0,20.0,4.22580485,37.781,"LINESTRING (531600.5149799311 4206690.42187316, 531604.3296163001 4206702.863525631, 531628.271489466 4206709.280595228)"
14,5,3,residential,1.0,1900.0,20.0,13.051329100000002,116.686,"LINESTRING (531620.1293486027 4206615.059874149, 531623.9224454755 4206635.334831912, 531631.016360433 4206655.6336687, 531652.0763590332 4206683.076604817, 531652.3092010408 4206690.955270791, 531649.2077833285 4206698.377199747, 531639.6986454794 4206705.552398904, 531628.271489466 4206709.280595228)"
15,5,14,residential,1.0,1900.0,20.0,13.103227500000001,117.15,"LINESTRING (531620.1293486027 4206615.059874149, 531629.0767329672 4206610.145947007, 531642.7275301015 4206608.068489429, 531732.9276680214 4206632.040586546)"
16,5,54,residential,1.0,1900.0,20.0,6.24223665,55.809,"LINESTRING (531620.1293486027 4206615.059874149, 531606.2045106807 4206615.361038608, 531581.1458697366 4206602.526555938, 531579.6448322347 4206588.851171677)"
17,6,19,residential,1.0,1900.0,20.0,25.26836905,225.913,"LINESTRING (532384.9078051893 4206521.270435789, 532372.9754674297 4206557.061441788, 532375.276413832 4206587.871530044, 532372.5446727856 4206597.092118498, 532368.7026515637 4206607.351280706, 532384.5002019821 4206663.945218211, 532369.1997241187 4206687.950608262, 532319.9155053558 4206687.611218477)"
18,6,98,service,1.0,1900.0,20.0,10.84889075,96.995,"LINESTRING (532384.9078051893 4206521.270435789, 532387.723849823 4206508.510738093, 532388.5285048673 4206502.633340344, 532394.6750544599 4206480.222714793, 532402.9828920126 4206461.848314608, 532408.442980651 4206455.368041151, 532417.0188715985 4206446.891858752, 532429.3185307956 4206440.294502103)"
19,6,91,service,1.0,1900.0,20.0,9.1663312,81.952,"LINESTRING (532384.9078051893 4206521.270435789, 532405.4401064494 4206526.278239271, 532420.5771465244 4206539.131354423, 532461.0766047393 4206532.257672497)"
20,7,25,residential,1.0,1900.0,20.0,30.616700500000004,273.73,"LINESTRING (531744.9653887368 4206240.784515546, 531748.1917663476 4206293.899809776, 531738.8910402831 4206310.562302883, 531711.5155472576 4206315.393462921, 531681.4486259988 4206314.710940287, 531627.1719620927 4206303.937780545, 531592.060537458 4206284.129721958, 531549.0008867882 4206262.726662656)"
21,7,30,residential,1.0,1900.0,20.0,34.6046004,309.384,"LINESTRING (531744.9653887368 4206240.784515546, 531769.9912902034 4206291.610131853, 531780.3815639168 4206308.593276797, 531790.6624266964 4206319.839668854, 531792.6051080975 4206346.287657039, 531787.9119050342 4206370.135681459, 531777.0607153036 4206397.188526027, 531739.7519428937 4206421.153874149, 531730.8252721351 4206436.486378735, 531752.2145374496 4206456.075269263, 531770.1093936809 4206471.190259848, 531775.9759358163 4206493.24862136)"
22,7,29,residential,1.0,1900.0,20.0,26.53540585,237.241,"LINESTRING (531744.9653887368 4206240.784515546, 531752.8579464251 4206227.289851555, 531757.4442898213 4206210.597952733, 531754.8919924791 4206203.165185792, 531771.9318920876 4206153.81236859, 531773.7496888353 4206135.645116633, 531769.4677346183 4206119.196127189, 531771.5295316539 4206085.695935556, 531773.6345333885 4206045.605227028, 531780.3697145551 4206011.457490889)"
23,8,9,residential,1.0,1900.0,20.0,4.3235617500000005,38.655,"LINESTRING (531343.9865582973 4207355.160102195, 531346.2850310752 4207316.656621415)"
24,8,61,residential,1.0,1900.0,20.0,13.5899987,121.502,"LINESTRING (531343.9865582973 4207355.160102195, 531321.2814627525 4207342.568420914, 531289.4908070598 4207329.9530846, 531231.9794961473 4207308.152299841)"
25,9,8,residential,1.0,1900.0,20.0,4.3235617500000005,38.655,"LINESTRING (531346.2850310752 4207316.656621415, 531343.9865582973 4207355.160102195)"
26,9,45,residential,1.0,1900.0,20.0,23.99126575,214.495,"LINESTRING (531346.2850310752 4207316.656621415, 531361.6986857791 4207289.520853159, 531372.9018900519 4207263.866824328, 531381.0375406899 4207255.232536078, 531393.9554052883 4207251.698352394, 531405.3618669768 4207250.843475417, 531417.9391453173 4207253.698998048, 531448.1599273389 4207252.28413933, 531467.7667478685 4207246.534550785, 531518.3366118899 4207224.483178181)"
27,9,10,residential,1.0,1900.0,20.0,8.15039765,72.869,"LINESTRING (531346.2850310752 4207316.656621415, 531341.6175103489 4207281.676950835, 531324.9443083736 4207248.138018048)"
28,10,42,residential,1.0,1900.0,20.0,18.8274868,168.328,"LINESTRING (531324.9443083736 4207248.138018048, 531469.0275015314 4207160.827071353)"
29,10,61,residential,1.0,1900.0,20.0,12.3672545,110.57,"LINESTRING (531324.9443083736 4207248.138018048, 531231.9794961473 4207308.152299841)"
30,10,1,residential,1.0,1900.0,20.0,4.6242145500000005,41.343,"LINESTRING (531324.9443083736 4207248.138018048, 531303.0006745856 4207213.147607606)"
31,10,9,residential,1.0,1900.0,20.0,8.15039765,72.869,"LINESTRING (531324.9443083736 4207248.138018048, 531341.6175103489 4207281.676950835, 531346.2850310752 4207316.656621415)"
32,11,78,residential,1.0,1900.0,20.0,6.7154739999999995,60.04,"LINESTRING (531255.3832983396 4207202.457851422, 531306.5596343086 4207170.965268979)"
33,11,12,residential,1.0,1900.0,20.0,14.256960250000002,127.465,"LINESTRING (531255.3832983396 4207202.457851422, 531244.1587842952 4207183.275260834, 531232.5143303252 4207168.296254251, 531198.6548021314 4207154.719163623, 531182.6879726581 4207138.281312294, 531167.0929627817 4207116.408145244)"
34,11,1,residential,1.0,1900.0,20.0,5.6886909999999995,50.85999999999999,"LINESTRING (531255.3832983396 4207202.457851422, 531274.70598715 4207199.835628279, 531281.6952353942 4207201.715334801, 531294.7241509662 4207208.156225147, 531303.0006745856 4207213.147607606)"
35,11,1,residential,1.0,1900.0,20.0,6.44065855,57.583,"LINESTRING (531255.3832983396 4207202.457851422, 531261.1799718292 4207210.879289301, 531267.7837445289 4207217.140209558, 531276.7315495433 4207221.057877178, 531283.2686836198 4207221.793022956, 531290.4363042732 4207220.644363699, 531296.0642981456 4207218.091784564, 531303.0006745856 4207213.147607606)"
36,11,103,residential,1.0,1900.0,20.0,15.599831350000002,139.471,"LINESTRING (531255.3832983396 4207202.457851422, 531167.9495435678 4207257.700795081, 531136.6033014222 4207275.73337525)"
37,12,11,residential,1.0,1900.0,20.0,14.256960250000002,127.465,"LINESTRING (531167.0929627817 4207116.408145244, 531182.6879726581 4207138.281312294, 531198.6548021314 4207154.719163623, 531232.5143303252 4207168.296254251, 531244.1587842952 4207183.275260834, 531255.3832983396 4207202.457851422)"
38,12,13,residential,1.0,1900.0,20.0,21.8226061,195.106,"LINESTRING (531167.0929627817 4207116.408145244, 531156.6888102212 4207098.404928103, 531149.9098411791 4207087.394583329, 531141.5884435511 4207087.207514334, 531137.7522494271 4207082.588279979, 531130.5632078871 4207068.602810309, 531122.0948972281 4207065.497100407, 531128.8039360128 4207044.197230228, 531139.1086814892 4207030.744454867, 531145.1513639066 4207002.340976241, 531155.6395073733 4206970.747876635, 531165.4875317062 4206952.788644026)"
39,12,27,residential,1.0,1900.0,20.0,68.05323105000002,608.4330000000001,"LINESTRING (531167.0929627817 4207116.408145244, 531217.399612473 4207101.19979774, 531272.4767546185 4207069.022899225, 531337.0151963994 4207058.097152881, 531355.0285369101 4207046.771264959, 531407.5866590454 4207001.015873065, 531465.4307443158 4206980.179354992, 531526.6653495986 4206936.177946735, 531553.6063592969 4206906.901242255, 531621.6286453966 4206853.673163843, 531658.6254880078 4206814.460934537, 531672.4072786624 4206801.155447482)"
40,12,26,residential,1.0,1900.0,20.0,32.317267900000004,288.934,"LINESTRING (531167.0929627817 4207116.408145244, 531156.5691547968 4207118.265313319, 531142.3326655842 4207124.557609905, 531134.0097493558 4207133.990290945, 531126.143126386 4207136.56773596, 531113.9207241096 4207139.57241141, 531099.1658869267 4207152.908413865, 531089.1967115696 4207165.896508735, 531073.4648570588 4207184.554650586, 531066.7337485377 4207197.876861012, 531064.0663981659 4207209.073112285, 531051.8711760641 4207209.581508404, 530951.308867458 4207291.971780743)"
41,13,12,residential,1.0,1900.0,20.0,21.8226061,195.106,"LINESTRING (531165.4875317062 4206952.788644026, 531155.6395073733 4206970.747876635, 531145.1513639066 4207002.340976241, 531139.1086814892 4207030.744454867, 531128.8039360128 4207044.197230228, 531122.0948972281 4207065.497100407, 531130.5632078871 4207068.602810309, 531137.7522494271 4207082.588279979, 531141.5884435511 4207087.207514334, 531149.9098411791 4207087.394583329, 531156.6888102212 4207098.404928103, 531167.0929627817 4207116.408145244)"
42,13,57,residential,1.0,1900.0,20.0,54.627204449999994,488.39699999999993,"LINESTRING (531165.4875317062 4206952.788644026, 531175.6887677726 4206980.299884453, 531205.2381132897 4207026.20361136, 531233.8257716344 4207029.663707072, 531276.4248665537 4206980.207904582, 531316.5197982661 4206963.518655992, 531344.6465020679 4206940.736649322, 531359.4636729575 4206879.358064215, 531373.0760673146 4206841.430643185, 531339.6200145555 4206791.039867266, 531305.2845835347 4206734.055176037)"
43,14,31,residential,1.0,1900.0,20.0,3.71151855,33.183,"LINESTRING (531732.9276680214 4206632.040586546, 531743.5669284442 4206600.67072787)"
44,14,27,residential,1.0,1900.0,20.0,20.702092800000003,185.088,"LINESTRING (531732.9276680214 4206632.040586546, 531728.9242802494 4206641.11220256, 531725.8493840673 4206662.026263674, 531725.28190713 4206708.680396924, 531722.8088456118 4206717.04785192, 531718.6991188001 4206728.648821732, 531710.734404517 4206742.77568379, 531700.222387708 4206759.533383103, 531672.4072786624 4206801.155447482)"
45,14,59,residential,1.0,1900.0,20.0,10.189870549999998,91.103,"LINESTRING (531732.9276680214 4206632.040586546, 531749.4996463619 4206673.457695553, 531773.6988544276 4206713.018281998)"
46,14,5,residential,1.0,1900.0,20.0,13.103227500000001,117.15,"LINESTRING (531732.9276680214 4206632.040586546, 531642.7275301015 4206608.068489429, 531629.0767329672 4206610.145947007, 531620.1293486027 4206615.059874149)"
47,15,16,residential,1.0,1900.0,20.0,12.771927800000002,114.188,"LINESTRING (532096.7896126596 4206537.331244517, 532079.5201508785 4206575.531600522, 532046.0842776722 4206639.421087239)"
48,15,2,residential,1.0,1900.0,20.0,24.9935536,223.456,"LINESTRING (532096.7896126596 4206537.331244517, 532114.4639214906 4206494.450239322, 532142.5829335881 4206443.366447359, 532151.4519351952 4206429.498756343, 532182.3936028531 4206421.964734968, 532195.645195161 4206414.372188479, 532237.9085272033 4206392.225920851, 532240.008535726 4206385.11093255)"
49,15,21,residential,1.0,1900.0,20.0,22.38196795,200.107,"LINESTRING (532096.7896126596 4206537.331244517, 532082.7642138525 4206500.605703041, 532068.5573323783 4206483.241026434, 532046.9307293984 4206454.984825895, 531974.7522407697 4206381.9713726)"
50,15,20,residential,1.0,1900.0,20.0,24.7998294,221.724,"LINESTRING (532096.7896126596 4206537.331244517, 532123.6840360662 4206545.314727393, 532144.1378043352 4206545.761336002, 532194.5219468437 4206530.082165802, 532221.4906835172 4206532.562922366, 532242.8968974482 4206554.172553574, 532251.623337932 4206567.53263508, 532257.5413988447 4206582.867721351, 532263.6822565489 4206612.916257893)"
51,16,17,residential,1.0,1900.0,20.0,7.760153,69.38,"LINESTRING (532046.0842776722 4206639.421087239, 532012.5135596419 4206652.726041527, 531979.1973004445 4206654.881205888)"
52,16,15,residential,1.0,1900.0,20.0,12.771927800000002,114.188,"LINESTRING (532046.0842776722 4206639.421087239, 532079.5201508785 4206575.531600522, 532096.7896126596 4206537.331244517)"
53,16,88,service,1.0,1900.0,20.0,6.32053165,56.509,"LINESTRING (532046.0842776722 4206639.421087239, 532068.1346889723 4206662.464102129, 532085.85399682 4206679.543004912)"
