eid,nid_s,nid_e,type,lanes,capacity,maxmph,fft,length,geometry
136,45,46,"['track', 'residential']",1.0,1900.0,20.0,90.10647185,805.6010000000001,"LINESTRING (531518.3366118899 4207224.483178181, 531541.5311453047 4207219.457720972, 531600.6440054439 4207201.64502817, 531640.4023162556 4207201.499382128, 531671.9839390712 4207197.83824496, 531699.1942335604 4207191.830217307, 531713.8927115463 4207170.639490585, 531732.9298314924 4207160.239329224, 531751.3356052059 4207163.217871696, 531759.8135283423 4207161.508849321, 531762.7537348986 4207157.148675472, 531764.2718118797 4207143.762369666, 531762.5602708542 4207132.40506682, 531732.790610078 4207094.398384861, 531775.1282043934 4207069.986565597, 531872.0695183031 4207038.764439763, 531885.7738106666 4207029.564322852, 531926.5626501263 4207015.288479212, 531944.3575199752 4207008.434495352, 531987.57771615 4206998.784172234, 532020.6181675795 4206963.61900429, 532020.6626219354 4206952.279626983, 531992.3816412392 4206922.077941831, 531976.5949023035 4206909.25635499, 531961.1836086893 4206899.187940077, 531948.4821023681 4206887.598981461, 531939.6642315768 4206870.643935768, 531924.4551204646 4206860.47652353)"
137,46,45,"['track', 'residential']",1.0,1900.0,20.0,90.10647185,805.6010000000001,"LINESTRING (531924.4551204646 4206860.47652353, 531939.6642315768 4206870.643935768, 531948.4821023681 4206887.598981461, 531961.1836086893 4206899.187940077, 531976.5949023035 4206909.25635499, 531992.3816412392 4206922.077941831, 532020.6626219354 4206952.279626983, 532020.6181675795 4206963.61900429, 531987.57771615 4206998.784172234, 531944.3575199752 4207008.434495352, 531926.5626501263 4207015.288479212, 531885.7738106666 4207029.564322852, 531872.0695183031 4207038.764439763, 531775.1282043934 4207069.986565597, 531732.790610078 4207094.398384861, 531762.5602708542 4207132.40506682, 531764.2718118797 4207143.762369666, 531762.7537348986 4207157.148675472, 531759.8135283423 4207161.508849321, 531751.3356052059 4207163.217871696, 531732.9298314924 4207160.239329224, 531713.8927115463 4207170.639490585, 531699.1942335604 4207191.830217307, 531671.9839390712 4207197.83824496, 531640.4023162556 4207201.499382128, 531600.6440054439 4207201.64502817, 531541.5311453047 4207219.457720972, 531518.3366118899 4207224.483178181)"
138,46,34,residential,1.0,1900.0,20.0,9.2976431,83.126,"LINESTRING (531924.4551204646 4206860.47652353, 531920.8611193547 4206823.170675715, 531917.7023835697 4206777.811238107)"
139,46,63,residential,1.0,1900.0,20.0,19.35195145,173.017,"LINESTRING (531924.4551204646 4206860.47652353, 531925.812507048 4206874.806053293, 531919.885898203 4206886.266680104, 531912.0685730288 4206896.321897442, 531890.3309925443 4206916.874533072, 531870.7156234175 4206935.782284676, 531848.2927956379 4206949.763851578, 531803.2922688023 4206970.21494665)"
140,47,31,residential,1.0,1900.0,20.0,9.6027699,85.854,"LINESTRING (531827.2333997288 4206620.601930453, 531743.5669284442 4206600.67072787)"
141,47,102,residential,1.0,1900.0,20.0,11.0624124,98.904,"LINESTRING (531827.2333997288 4206620.601930453, 531874.0888904961 4206647.247259533, 531900.0072609085 4206662.338380485, 531911.760523421 4206671.815416272)"
142,47,60,residential,1.0,1900.0,20.0,20.1247231,179.926,"LINESTRING (531827.2333997288 4206620.601930453, 531885.067929036 4206571.696848763, 531894.7842112262 4206556.534022662, 531933.4322632854 4206479.638257424)"
143,47,59,residential,1.0,1900.0,20.0,11.9956888,107.248,"LINESTRING (531827.2333997288 4206620.601930453, 531796.9587411507 4206664.555129079, 531773.6988544276 4206713.018281998)"
144,48,49,residential,1.0,1900.0,20.0,13.497946150000002,120.67900000000002,"LINESTRING (531280.2655547136 4206665.001188304, 531312.1473378326 4206638.494289053, 531319.4730067925 4206628.314571733, 531320.8929563985 4206624.325659025, 531321.116608736 4206611.788673734, 531317.7872390191 4206587.144041255, 531320.4515713317 4206579.165542736, 531329.459360864 4206565.330790653)"
145,48,56,residential,1.0,1900.0,20.0,11.80028685,105.501,"LINESTRING (531280.2655547136 4206665.001188304, 531254.6810102037 4206697.7457478, 531251.5336880847 4206717.261674574, 531257.7106406131 4206731.93128623, 531280.7635814446 4206748.152301063)"
146,49,48,residential,1.0,1900.0,20.0,13.49794615,120.679,"LINESTRING (531329.459360864 4206565.330790653, 531320.4515713317 4206579.165542736, 531317.7872390191 4206587.144041255, 531321.116608736 4206611.788673734, 531320.8929563985 4206624.325659025, 531319.4730067925 4206628.314571733, 531312.1473378326 4206638.494289053, 531280.2655547136 4206665.001188304)"
147,49,55,residential,1.0,1900.0,20.0,32.01180555,286.203,"LINESTRING (531329.459360864 4206565.330790653, 531306.5851241869 4206550.475070545, 531287.5381467745 4206528.843667719, 531295.7671310031 4206491.428099852, 531259.7942425779 4206458.148308014, 531248.6285928367 4206448.552422127, 531269.3011888914 4206405.658916412, 531262.7927419903 4206367.432436498, 531279.8447299403 4206350.743608453, 531293.3031771778 4206339.377952052)"
148,49,23,residential,1.0,1900.0,20.0,21.2262219,189.774,"LINESTRING (531329.459360864 4206565.330790653, 531337.6499332819 4206581.450589225, 531341.5396153261 4206597.331985384, 531348.4358510077 4206607.566248859, 531389.7690667941 4206634.686886811, 531409.0541919739 4206642.194960028, 531440.8884724997 4206650.971869361, 531446.0972067442 4206654.819845657, 531449.2812282301 4206660.102436916, 531453.0828650482 4206675.983551707, 531452.9532079034 4206686.856582715)"
149,50,79,track,1.0,1900.0,20.0,80.50873519999998,719.7919999999998,"LINESTRING (531389.7584549846 4205471.997006368, 531392.3324183028 4205487.651432936, 531399.9353721194 4205497.000795075, 531408.2066058199 4205515.229067864, 531406.47654237 4205531.310775368, 531402.729187991 4205546.829960031, 531406.8119245523 4205558.273932451, 531420.1682820059 4205578.407987367, 531423.4765573537 4205585.743685836, 531427.2954158199 4205597.297609117, 531428.4631751933 4205613.279505642, 531424.5397868685 4205628.908959453, 531418.3545111077 4205639.092961968, 531404.7991529468 4205647.917189726, 531378.2455755486 4205657.690103019, 531371.6439561256 4205661.991968864, 531368.0164691654 4205669.190066034, 531366.1684739693 4205693.149080854, 531376.6038897743 4205719.374339747, 531389.4328308029 4205739.617280302, 531394.0516407097 4205771.478887293, 531399.5254085728 4205786.478741103, 531412.3959874801 4205795.848366498, 531419.9360008871 4205798.65121296, 531460.327616198 4205797.697090891, 531470.9303050268 4205803.174679243, 531473.728745884 4205806.070268552, 531476.5088055494 4205813.736820569, 531480.4718687596 4205833.390990259, 531481.5828931887 4205841.273022654, 531478.6605739401 4205856.861931353, 531469.1820359384 4205871.83753001, 531463.477271252 4205884.952543925, 531470.9396002615 4205905.618775334, 531482.0150247827 4205963.823669069, 531502.5325480844 4206016.428507955, 531509.9843263736 4206035.219613286, 531528.8501981737 4206037.955297683, 531541.0598399146 4206036.449063639)"
150,50,94,track,1.0,1900.0,20.0,25.53479575,228.295,"LINESTRING (531389.7584549846 4205471.997006368, 531402.0409685129 4205451.73958201, 531407.8934896179 4205436.783260545, 531408.2183046956 4205420.807108483, 531401.0513409391 4205389.379537012, 531399.371592016 4205369.512287979, 531405.5570432943 4205359.328274177, 531424.5801525584 4205344.422591767, 531426.7880393657 4205341.102457468, 531429.012143013 4205333.566128171, 531429.2496236222 4205317.478688997, 531430.756369435 4205313.822996866, 531436.7470868608 4205308.631194645, 531459.6068377302 4205300.730464562, 531477.9025342505 4205292.368400216)"
151,50,97,track,1.0,1900.0,20.0,91.97582089999999,822.3139999999999,"LINESTRING (531389.7584549846 4205471.997006368, 531356.1990007578 4205499.717661829, 531349.3347127794 4205503.796629563, 531341.5161028717 4205504.876180053, 531335.8302643682 4205499.306665924, 531335.0022921909 4205463.354340217, 531331.1657970096 4205456.349517494, 531327.4836323243 4205454.892996499, 531319.6637030847 4205456.305425689, 531302.4145123531 4205466.669024603, 531290.7262076203 4205469.398114103, 531250.4246192352 4205469.35484708, 531205.6985887152 4205473.688666146, 531190.7162282169 4205469.903406727, 531176.4328489304 4205462.414973211, 531161.263382369 4205457.031314731, 531109.4917492368 4205448.512498719, 531078.5312903246 4205439.518362566, 531066.5057349362 4205438.585003543, 531047.3407800501 4205444.836552237, 531018.4868597686 4205459.151013309, 530964.8211540275 4205487.018875961, 530944.6645225409 4205500.146061647, 530933.1486335819 4205503.763946896, 530921.0324177943 4205503.607136695, 530844.2980584636 4205478.907235511, 530822.6511480761 4205468.173963978, 530811.7386399609 4205451.489696667, 530801.8997903654 4205429.483695422, 530792.2017921678 4205416.687426948, 530759.3563350359 4205388.170580482, 530753.4797478471 4205384.16521176, 530747.5903669304 4205381.224958299, 530735.5723124618 4205375.931620833, 530729.9284758774 4205373.069971625, 530723.2183176648 4205368.906154797, 530716.2369636553 4205364.475034467, 530705.6043631965 4205359.664051759, 530700.0288302653 4205357.313068814, 530698.4400496366 4205357.185050892)"
152,51,72,track,1.0,1900.0,20.0,6.784149900000001,60.654,"LINESTRING (531827.464599355 4205290.060840645, 531841.5764122232 4205296.44020246, 531849.7443460377 4205295.917260493, 531857.306735864 4205293.0619277, 531874.3844264998 4205281.922143475, 531882.9057582299 4205280.845841816)"
153,51,95,track,1.0,1900.0,20.0,16.056514900000003,143.55400000000003,"LINESTRING (531827.464599355 4205290.060840645, 531813.88520452 4205282.241171519, 531805.4014519014 4205273.664675962, 531787.9668186308 4205263.721917731, 531779.3069792613 4205255.255719247, 531764.8942866139 4205235.893657171, 531757.0634397861 4205217.444828933, 531753.3486164359 4205201.785854969, 531749.6001569589 4205194.7811783, 531743.7986352524 4205180.578698157)"
154,51,73,track,1.0,1900.0,20.0,75.03569100000003,670.8600000000002,"LINESTRING (531827.464599355 4205290.060840645, 531832.4098595581 4205327.915486922, 531840.679444947 4205346.366102765, 531859.2111603078 4205367.630584693, 531862.6951702836 4205374.856192625, 531864.4049419754 4205386.734961297, 531862.5303633568 4205394.605402146, 531858.6402154823 4205401.469397379, 531846.919194209 4205412.519133444, 531846.5377157355 4205420.284442774, 531848.7198097185 4205423.621573789, 531851.7833875781 4205426.074507329, 531859.5908982733 4205427.880210464, 531887.6981167356 4205425.326938855, 531909.7858163193 4205435.28808533, 531913.7351960312 4205435.747325007, 531954.2195266972 4205434.01930814, 531961.7596949942 4205436.822652068, 531966.9161706553 4205442.945305502, 531969.8558758227 4205454.607002115, 531967.965584312 4205466.471712146, 531958.3252859171 4205484.29763977, 531951.7533197808 4205503.356072496, 531952.8888329428 4205527.326632733, 531951.947910812 4205543.411321763, 531945.7985279807 4205566.687674928, 531937.8417884943 4205580.636810281, 531935.8798135519 4205588.395941071, 531936.1997953241 4205596.385899163, 531946.1771636361 4205627.048279838, 531957.8595425232 4205648.286228884, 531965.9902395913 4205657.194374994, 531977.6554990156 4205660.346738051, 531989.5180681167 4205657.952175802, 531999.9901807508 4205651.890693737, 532009.3274252111 4205644.160464932, 532020.844043789 4205640.433141201, 532036.369039197 4205644.48834841, 532047.3240560954 4205649.635203727, 532071.3726058438 4205651.948642518, 532081.9746480689 4205657.537976501, 532092.9030371249 4205669.453001601, 532097.0021801726 4205676.45922363, 532099.8958751993 4205693.058260101)"
155,52,74,track,1.0,1900.0,20.0,32.69923565,292.349,"LINESTRING (532758.7951666029 4206587.547590361, 532771.0139685352 4206590.181841118, 532807.1188542469 4206595.497247188, 532838.0079612308 4206607.593359755, 532859.5840543517 4206623.624296146, 532887.4690652112 4206657.888336156, 532953.3535266705 4206728.166213432, 532977.7445835195 4206729.607200156, 532996.3041853255 4206729.415859584)"
156,52,92,"['track', 'residential']",1.0,1900.0,20.0,48.426799700000004,432.962,"LINESTRING (532758.7951666029 4206587.547590361, 532748.4151564483 4206599.256058198, 532721.0559098419 4206604.494430656, 532714.5091937114 4206617.017169664, 532716.1079288239 4206658.431814401, 532705.2823977177 4206674.010866675, 532685.7046815827 4206682.886537996, 532651.5909683587 4206682.461624086, 532640.9514103187 4206684.493952334, 532636.4003349137 4206740.308103153, 532626.7464232733 4206759.342627055, 532607.5519709553 4206775.642875255, 532548.7753337632 4206820.089854812, 532487.6439581491 4206858.580722801)"
157,53,70,path,1.0,1900.0,20.0,138.4269022,1237.612,"LINESTRING (533196.1670966885 4206751.040743575, 533205.5620364646 4206757.170340338, 533213.0074111921 4206765.610973056, 533214.815774468 4206774.27278928, 533205.1782538628 4206855.896236346, 533206.778552209 4206872.545942563, 533210.6041946589 4206881.659779594, 533226.4893648253 4206904.359137393, 533231.7924472864 4206917.14049995, 533235.8565687966 4206932.357827917, 533235.8042530208 4206990.520063843, 533240.9565871679 4206977.77014576, 533242.4838200974 4206964.894521521, 533255.0224886585 4206925.445693066, 533256.7509696297 4206910.584802697, 533255.8164857851 4206902.925124674, 533247.1127721857 4206884.471215135, 533246.6131469836 4206877.811900767, 533251.1322951112 4206867.511511478, 533272.8749449318 4206853.064989276, 533282.7496280172 4206842.675480285, 533287.8842582024 4206832.15570977, 533292.1839857996 4206811.091845508, 533296.4326270135 4206802.565653549, 533302.1619117801 4206796.930321783, 533313.2827018808 4206786.690171047, 533325.0868586448 4206781.101824066, 533323.1477216745 4206793.764936679, 533317.412580982 4206802.984065996, 533315.8468738165 4206820.952337385, 533322.1748080403 4206840.728083043, 533322.6535527387 4206852.491232579, 533318.6691762466 4206860.796580168, 533310.0266563952 4206870.414388272, 533305.4232674489 4206879.826764812, 533305.4010990907 4206885.263454094, 533314.6838900615 4206912.3742551, 533317.239793765 4206916.36795385, 533322.8313081922 4206916.512813941, 533351.9421633744 4206903.538975648, 533362.8331691161 4206902.251997454, 533390.0180637431 4206909.464183233, 533407.5658883312 4206911.865985402, 533429.7067673019 4206907.407430544, 533440.1456739709 4206909.336391636, 533465.9045259646 4206921.757864513, 533494.404701704 4206929.308652912, 533502.463772072 4206933.557984625, 533508.1430405092 4206940.127610322, 533508.8221175494 4206945.789087319, 533505.0231804994 4206951.654103502, 533486.4547768841 4206962.673428235, 533477.1972060666 4206972.399495087, 533469.0800033502 4207003.766417522, 533465.9784506878 4207032.269075339, 533466.9049923517 4207041.81497921, 533471.000439893 4207049.265728989, 533486.666239429 4207060.980191142, 533493.1345860604 4207067.774953252, 533498.1362794064 4207072.577615221, 533499.2799241815 4207080.548856802, 533500.6672756617 4207086.890063439, 533503.6624067579 4207092.916096728, 533507.731090263 4207087.618055242, 533508.8685293868 4207084.260792787, 533511.9614872456 4207079.280519107, 533513.5098297035 4207065.639437985, 533507.3213050815 4207033.43717102, 533507.5305594818 4207025.227378581, 533511.5726996891 4207011.430097182, 533514.4176552099 4207006.992485358, 533519.0701718854 4207004.903437306, 533519.8206022292 4207010.287821895, 533519.0883648826 4207015.444212297, 533520.4670610439 4207023.893526297, 533551.9180415079 4206990.458853431, 533561.3594604247 4206978.736440341, 533572.567872816 4206957.878630308)"
158,53,96,track,1.0,1900.0,20.0,45.434924050000006,406.213,"LINESTRING (533196.1670966885 4206751.040743575, 533245.8344570108 4206724.02556616, 533261.7463598477 4206718.653565801, 533320.0720770988 4206710.569675966, 533335.3663640721 4206705.971981646, 533371.8749336336 4206687.480670283, 533390.2555222509 4206679.567047581, 533406.5160439204 4206674.86248067, 533421.4415859967 4206674.590670548, 533456.1925156181 4206678.061567321, 533473.1394809778 4206677.24335778, 533506.0058926961 4206669.278412496, 533532.749426355 4206655.851682191, 533570.1016049293 4206622.374736393)"
159,53,74,track,1.0,1900.0,20.0,22.63877555,202.403,"LINESTRING (533196.1670966885 4206751.040743575, 533182.1640709335 4206751.172470183, 533169.0799862501 4206752.006966531, 533095.1598654895 4206752.261907852, 533081.2946840937 4206750.874287366, 533054.2818812436 4206744.329563485, 533018.0709674759 4206732.865740566, 532996.3041853255 4206729.415859584)"
160,54,24,residential,1.0,1900.0,20.0,40.1894946,359.31600000000003,"LINESTRING (531579.6448322347 4206588.851171677, 531598.3367117314 4206584.030365208, 531616.6622323708 4206580.872499282, 531666.4828054896 4206556.244978401, 531676.3555565226 4206539.118610556, 531677.9597370619 4206512.573444528, 531676.8553201464 4206496.269961816, 531669.6050235473 4206473.274292649, 531657.8722434827 4206465.162432225, 531635.9893545313 4206448.301356501, 531617.5824628065 4206427.037809398, 531584.7229106078 4206422.128564707, 531535.9851755908 4206434.467021858, 531510.4212830432 4206431.816425798)"
161,54,65,residential,1.0,1900.0,20.0,6.276910150000001,56.119,"LINESTRING (531579.6448322347 4206588.851171677, 531563.9906546527 4206580.014177027, 531530.9054928113 4206560.924299989)"
162,54,5,residential,1.0,1900.0,20.0,6.24223665,55.809,"LINESTRING (531579.6448322347 4206588.851171677, 531581.1458697366 4206602.526555938, 531606.2045106807 4206615.361038608, 531620.1293486027 4206615.059874149)"
163,55,24,residential,1.0,1900.0,20.0,26.946678299999995,240.91799999999995,"LINESTRING (531293.3031771778 4206339.377952052, 531353.3724644461 4206378.109420109, 531408.9177838913 4206412.807395898, 531451.7949779755 4206415.357880238, 531478.4587913603 4206426.489442619, 531510.4212830432 4206431.816425798)"
164,55,49,residential,1.0,1900.0,20.0,32.011805550000005,286.20300000000003,"LINESTRING (531293.3031771778 4206339.377952052, 531279.8447299403 4206350.743608453, 531262.7927419903 4206367.432436498, 531269.3011888914 4206405.658916412, 531248.6285928367 4206448.552422127, 531259.7942425779 4206458.148308014, 531295.7671310031 4206491.428099852, 531287.5381467745 4206528.843667719, 531306.5851241869 4206550.475070545, 531329.459360864 4206565.330790653)"
165,55,111,path,1.0,1900.0,20.0,140.8204922,1259.012,"LINESTRING (531293.3031771778 4206339.377952052, 531291.1789256345 4206334.698638885, 531293.2084635886 4206329.724564359, 531295.1044208163 4206322.952518853, 531291.7205478777 4206310.190907089, 531283.0959314646 4206301.858494859, 531268.6748086881 4206296.355429512, 531250.8731588743 4206290.961507414, 531240.7838199771 4206279.938444003, 531237.149826506 4206263.680840136, 531223.2793245144 4206249.614290727, 531209.5646898755 4206238.399886108, 531193.261873532 4206235.907724262, 531185.0135583875 4206232.447747845, 531175.0905432971 4206223.81091994, 531159.7695193684 4206224.007665258, 531149.1199822869 4206224.000340616, 531141.9493393166 4206216.505781627, 531128.1549041393 4206210.062245118, 531110.9067306503 4206199.888611705, 531094.7019200053 4206187.766191389, 531078.6455948517 4206178.140839457, 531070.9049445612 4206172.752306848, 531061.4378892349 4206164.217212607, 531056.4068577962 4206157.374400281, 531046.2361463017 4206149.169512136, 531043.2904261608 4206131.882743299, 531039.4135820068 4206119.341279902, 531032.1134839215 4206108.894945968, 531025.5723301489 4206104.354266127, 531018.3657184073 4206097.026113924, 531009.1026378549 4206092.5416865, 531000.930231396 4206087.528827845, 530995.6709415823 4206082.970845639, 530989.1807148122 4206076.566357771, 530985.3347251546 4206069.750277047, 530980.1185136371 4206065.40328157, 530972.9633343214 4206065.331771539, 530968.6580759888 4206063.861951218, 530962.5063395415 4206060.798490059, 530956.2597755619 4206061.906552824, 530952.9418599821 4206059.37532141, 530947.3792244922 4206058.400042834, 530941.2027293656 4206059.552764202, 530936.8792321931 4206055.941475342, 530933.2342794344 4206051.667032572, 530934.0194435926 4206046.033531393, 530938.8434305422 4206042.678789373, 530943.9104346427 4206040.068363793, 530948.0748708287 4206034.680667166, 530950.9158986845 4206030.996653982, 530952.574960599 4206026.442721043, 530952.3285591924 4206019.640294533, 530949.9176204304 4206014.083450869, 530946.7291120165 4206009.832922385, 530941.0224006517 4206005.162327809, 530935.3331995659 4206002.821841887, 530931.3089339352 4206001.330914873, 530928.7338544904 4206002.020177986, 530926.5590688346 4206003.654067823, 530923.9393784634 4206004.531785719, 530918.1244861488 4206002.923133834, 530912.2035581875 4205999.172668871, 530909.7136600094 4205995.912290751, 530906.242210147 4205994.501135528, 530902.5837846948 4205993.777190622, 530901.1201765967 4205990.764796222, 530897.5974717874 4205988.976206598, 530893.7335337495 4205986.875656494, 530888.3303729754 4205983.18264404, 530882.9347288309 4205979.822526217, 530877.9321942811 4205976.985382369, 530872.6383342011 4205974.568766748, 530866.3432117312 4205972.248230709, 530860.7461637937 4205968.743126447, 530856.360560613 4205967.605925312, 530850.3175013503 4205963.633136324, 530843.9105902403 4205958.360814365, 530838.7500095615 4205953.193060405, 530832.5612771565 4205948.265529045, 530828.6653125244 4205947.662770768, 530824.6208041415 4205946.870831837, 530821.5212471558 4205944.617864356, 530818.6303086967 4205942.92045586, 530815.508334972 4205941.954474603, 530809.8314613251 4205943.30889765, 530805.9725723699 4205944.514843114, 530800.9668867318 4205947.158871409, 530799.769122367 4205950.471886038, 530801.0760373536 4205953.139712999, 530801.1319281259 4205956.94565198, 530803.1763347302 4205959.616259568, 530805.0420926672 4205963.096159639, 530805.2410916889 4205966.203626958, 530807.3337857085 4205967.709398827, 530809.3040173923 4205971.42269766, 530809.0518627856 4205975.427192781, 530810.0998928563 4205979.225777815, 530813.9851313715 4205982.668914054, 530813.9676061083 4205984.987790403, 530815.1702848655 4205987.355650443, 530815.5028571466 4205989.96432812, 530813.7553229193 4205992.387633921, 530807.6412115957 4205995.615534976, 530803.370573267 4206001.247000945, 530798.876776633 4206003.19394895, 530789.1320945793 4206002.968599032, 530781.7625544491 4206003.85065518, 530769.5818519676 4206000.032331152, 530759.0722434628 4205997.762579544, 530749.556148455 4205995.119336403, 530738.8552817421 4205997.009672716, 530732.2870154831 4206001.944615531, 530724.5912095283 4206007.873910954, 530720.0400627342 4206013.404506338, 530715.6399691552 4206018.458569158, 530712.180759111 4206023.12783146, 530708.3133736312 4206026.608351364, 530705.5622708228 4206027.419072575, 530703.8671161843 4206025.260190973, 530702.789261508 4206020.041294204, 530701.4343174592 4206016.130615668, 530698.5727788066 4206011.28226141, 530687.7936647224 4206008.30148218, 530675.7160425548 4206002.741705148, 530667.0439044258 4205997.461017831, 530662.5408306132 4205994.869980301, 530656.7739801642 4205994.48219112, 530652.0903935214 4205995.540874084, 530647.7086454063 4205995.713058633, 530644.3502879059 4205994.568729339, 530640.8321898966 4205993.878714433, 530638.1621794273 4205991.793858832, 530638.3284511286 4205989.597589941, 530636.8232185103 4205985.952649071, 530633.7437223488 4205983.023007901, 530626.1717055722 4205981.70755287, 530618.2613194461 4205981.655714239, 530606.2776740418 4205972.079852719, 530597.3342157587 4205968.895257518, 530591.2539764842 4205967.785139222, 530585.3776713485 4205961.44984842, 530578.5524868651 4205955.288537318, 530572.9464429963 4205951.80578879, 530568.7464524818 4205950.325479237, 530560.4523443823 4205949.573250133, 530555.1734443798 4205947.822622214, 530549.0782267815 4205941.320108252, 530545.9396445364 4205935.394518153, 530542.2092786347 4205932.762055101, 530536.1634116241 4205924.795141009, 530526.0444454204 4205916.624391017, 530521.29131964 4205910.437584425, 530511.1856086692 4205905.761957937, 530507.1964657621 4205901.885858649, 530497.2765603838 4205896.822603923, 530491.8845098701 4205892.441982393, 530481.3427938931 4205886.954801118, 530475.9377625225 4205881.342551154, 530471.9203896282 4205877.965657759, 530463.6339260207 4205872.786487009, 530454.7183683418 4205866.78391949, 530452.0144731527 4205864.343946531, 530450.3733022029 4205861.808076262, 530448.342057104 4205860.280435145, 530446.296243293 4205860.306097846, 530442.7117190374 4205858.572952937, 530440.3961950608 4205855.579660373, 530438.1464919783 4205849.05827297, 530436.3165625947 4205842.982266386, 530435.6767995671 4205837.953662141, 530436.0430180368 4205831.564069683)"
166,56,83,residential,1.0,1900.0,20.0,18.682529200000005,167.032,"LINESTRING (531280.7635814446 4206748.152301063, 531314.5160085851 4206822.132867394, 531302.8684757233 4206867.413093612, 531296.0496299959 4206889.722085388, 531292.884377557 4206904.744280071)"
167,56,57,residential,1.0,1900.0,20.0,3.3431965,29.89,"LINESTRING (531280.7635814446 4206748.152301063, 531290.9229897318 4206747.59205928, 531305.2845835347 4206734.055176037)"
168,56,48,residential,1.0,1900.0,20.0,11.80028685,105.501,"LINESTRING (531280.7635814446 4206748.152301063, 531257.7106406131 4206731.93128623, 531251.5336880847 4206717.261674574, 531254.6810102037 4206697.7457478, 531280.2655547136 4206665.001188304)"
169,57,13,residential,1.0,1900.0,20.0,54.62720445,488.397,"LINESTRING (531305.2845835347 4206734.055176037, 531339.6200145555 4206791.039867266, 531373.0760673146 4206841.430643185, 531359.4636729575 4206879.358064215, 531344.6465020679 4206940.736649322, 531316.5197982661 4206963.518655992, 531276.4248665537 4206980.207904582, 531233.8257716344 4207029.663707072, 531205.2381132897 4207026.20361136, 531175.6887677726 4206980.299884453, 531165.4875317062 4206952.788644026)"
170,57,22,residential,1.0,1900.0,20.0,16.460740800000004,147.168,"LINESTRING (531305.2845835347 4206734.055176037, 531308.5363732682 4206733.124526923, 531320.4743359912 4206733.503155694, 531332.9902155396 4206743.426095719, 531339.0958155412 4206753.768276367, 531344.9567691716 4206759.22752997, 531367.1318311461 4206768.521868836, 531380.2646742712 4206777.781525797, 531391.9864843567 4206788.700097343, 531405.4725512565 4206797.40638123, 531428.0494878284 4206804.882780617)"
171,57,56,residential,1.0,1900.0,20.0,3.3431965,29.89,"LINESTRING (531305.2845835347 4206734.055176037, 531290.9229897318 4206747.59205928, 531280.7635814446 4206748.152301063)"
172,58,75,primary,2.0,3800.0,20.0,7.94862025,71.065,"LINESTRING (533578.2788726341 4206888.377870152, 533573.8926055783 4206864.116232049, 533574.732337109 4206841.362870331, 533578.2853229169 4206829.150265484, 533582.3383648668 4206819.158812529)"
173,58,76,primary,2.0,3800.0,20.0,7.0378257,62.922,"LINESTRING (533578.2788726341 4206888.377870152, 533586.447522787 4206932.160906503, 533586.1881197829 4206950.411894299)"
174,58,71,service,1.0,1900.0,20.0,4.8437760999999995,43.306,"LINESTRING (533578.2788726341 4206888.377870152, 533570.2020096042 4206879.91211128, 533566.2656304116 4206872.206771469, 533562.1366789337 4206862.226070665, 533561.1415192618 4206850.172299057)"
175,59,47,residential,1.0,1900.0,20.0,11.9956888,107.248,"LINESTRING (531773.6988544276 4206713.018281998, 531796.9587411507 4206664.555129079, 531827.2333997288 4206620.601930453)"
176,59,69,residential,1.0,1900.0,20.0,6.97127495,62.327,"LINESTRING (531773.6988544276 4206713.018281998, 531787.5759516923 4206731.712619602, 531799.8517501336 4206744.531257477, 531807.3681992423 4206764.399178862)"
177,59,14,residential,1.0,1900.0,20.0,10.189870549999998,91.103,"LINESTRING (531773.6988544276 4206713.018281998, 531749.4996463619 4206673.457695553, 531732.9276680214 4206632.040586546)"
178,60,43,residential,1.0,1900.0,20.0,6.357554,56.84,"LINESTRING (531933.4322632854 4206479.638257424, 531876.6484488142 4206484.021091078)"
179,60,21,residential,1.0,1900.0,20.0,12.01123595,107.387,"LINESTRING (531933.4322632854 4206479.638257424, 531954.0218555377 4206411.736996685, 531974.7522407697 4206381.9713726)"
180,60,47,residential,1.0,1900.0,20.0,20.1247231,179.926,"LINESTRING (531933.4322632854 4206479.638257424, 531894.7842112262 4206556.534022662, 531885.067929036 4206571.696848763, 531827.2333997288 4206620.601930453)"
181,60,101,residential,1.0,1900.0,20.0,24.36842395,217.867,"LINESTRING (531933.4322632854 4206479.638257424, 531986.4035560854 4206498.286124188, 532009.7276524059 4206528.013415432, 532019.764800003 4206556.490376188, 532019.0216534595 4206578.101390031, 532005.3103454659 4206615.749980689, 531987.5955171961 4206642.287470912)"
182,61,10,residential,1.0,1900.0,20.0,12.3672545,110.57,"LINESTRING (531231.9794961473 4207308.152299841, 531324.9443083736 4207248.138018048)"
183,61,0,residential,1.0,1900.0,20.0,3.4937466,31.236,"LINESTRING (531231.9794961473 4207308.152299841, 531200.7819892259 4207305.647532035)"
184,61,8,residential,1.0,1900.0,20.0,13.5899987,121.502,"LINESTRING (531231.9794961473 4207308.152299841, 531289.4908070598 4207329.9530846, 531321.2814627525 4207342.568420914, 531343.9865582973 4207355.160102195)"
185,62,42,residential,1.0,1900.0,20.0,22.329957699999998,199.642,"LINESTRING (531637.805042843 4207053.897654936, 531469.0275015314 4207160.827071353)"
186,62,37,residential,1.0,1900.0,20.0,8.4299108,75.368,"LINESTRING (531637.805042843 4207053.897654936, 531597.8369440539 4206990.088353602)"
